,CN1,CN2,CN3,CN4,diameter_2radius,diameter_pca,diameter_xy,MIAD,surface ratio,Departure from sphere(moment),flattening_moment,flattening_pca,atom_number,ellipsoid_a,ellipsoid_b,ellipsoid_c
66,6.92,2.81,7.62,3.08,10.66,15.6,9.22,5.51,0.92,0.025578,0.88,0.68,37,4.006563237499359,5.574236042185585,5.510998924855991
67,6.38,2.54,6.0,2.38,10.55,13.69,8.87,4.93,0.92,0.040976,0.99,0.84,26,3.482898291291322,5.3984437016197635,4.897989072016488
68,7.22,2.5,7.94,3.06,10.68,14.32,10.66,5.44,0.92,0.088255,0.95,0.66,36,3.6286779705071486,5.598069841297036,5.0055355272188615
69,6.62,2.23,6.08,2.08,10.55,12.82,10.55,5.01,0.92,0.15843,1.0,0.58,26,2.6540889863162556,5.778050584922507,4.618091118888888
70,6.67,2.37,6.67,2.3,10.61,13.03,9.31,4.95,0.93,0.079396,0.97,0.8,27,3.4781600860133195,4.281564054354217,5.384540041175268
71,6.57,2.43,6.29,2.21,10.65,13.38,9.19,5.13,0.93,0.114618,0.75,0.52,28,3.0464266442145527,5.667104123842629,4.653514331596253
72,6.69,2.34,6.55,2.48,10.58,14.01,9.78,5.17,0.93,0.102446,0.8,0.66,29,3.2876610941145405,5.025883936443832,5.279415167146878
73,6.57,2.29,6.14,2.5,10.59,13.68,10.11,5.17,0.93,0.113215,0.94,0.54,28,5.545640804504724,5.317457423125382,3.321574181545476
74,6.57,2.5,6.21,2.36,10.65,13.79,10.54,5.12,0.93,0.108238,0.83,0.55,28,3.0190936858604007,4.816882006978344,5.457720813752249
75,6.47,2.6,6.4,2.47,11.06,14.88,9.33,5.3,0.93,0.119591,0.73,0.53,30,3.1270601301590575,5.347113925499857,5.602696074210122
76,6.6,2.53,6.33,2.53,10.65,14.95,10.5,5.29,0.93,0.118852,0.71,0.53,30,3.252513589341152,5.570518547001678,5.4136461127614925
77,6.5,2.5,6.43,2.43,10.81,13.36,8.87,5.08,0.93,0.087696,0.98,0.8,28,3.776953933235879,5.6864325065639525,4.870114042594917
78,6.69,2.41,6.62,2.55,10.56,14.25,10.07,5.14,0.93,0.093812,0.85,0.66,29,3.303016479400943,5.224154376471921,4.978134552200828
79,6.67,2.33,6.6,2.53,10.62,14.69,10.0,5.27,0.93,0.120706,0.73,0.56,30,3.16914557142161,5.681793453860228,5.010448801898824
80,6.71,2.36,6.71,2.36,10.49,14.27,10.03,5.04,0.93,0.095716,0.94,0.63,28,3.3297647553941534,5.313648330589531,4.540482922016519
81,6.6,2.6,6.6,2.6,10.43,14.97,10.0,5.17,0.93,0.031158,0.97,0.92,30,5.429996908468317,4.187194526859875,4.761034302364638
82,6.6,2.67,6.73,2.73,10.6,13.62,9.36,5.14,0.93,0.027344,0.92,0.9,30,3.914227869656462,4.678745659981142,5.8289713836838395
83,6.74,2.37,6.74,2.3,10.63,13.12,9.06,4.93,0.93,0.0865,0.89,0.77,27,2.9535196337773737,4.424950466414659,5.459969567076803
84,6.6,2.53,6.4,2.67,10.58,14.56,10.19,5.26,0.93,0.102465,0.8,0.59,30,5.541241645020807,5.536252312315858,3.204466986888615
85,7.86,3.14,10.07,4.07,11.64,16.86,11.02,6.11,0.86,0.009572,0.92,0.74,56,5.633453629432068,5.915777151753841,5.045242380410944
86,7.33,2.67,8.51,3.28,11.7,15.19,11.69,5.48,0.9,0.010426,0.99,0.99,39,6.251559008554503,5.210573440204548,4.802423048873433
87,7.38,2.62,8.51,3.33,11.71,16.31,11.7,5.47,0.9,0.017607,0.99,0.9,39,5.962145167068308,5.0336145485866775,4.334901856573115
88,7.47,2.84,8.93,3.56,11.75,16.44,11.51,5.78,0.89,0.033253,0.87,0.8,45,4.362007132311277,6.153070589453923,5.459095324206165
89,6.94,2.59,7.41,3.0,10.99,15.28,10.13,5.35,0.94,0.03808,0.89,0.81,34,5.450824491471935,4.851399001408666,4.2947740105363215
90,7.06,2.41,7.65,2.88,10.62,14.22,10.36,5.39,0.94,0.121801,0.96,0.65,34,3.221472234693539,5.860538628370435,5.043947066845923
91,6.77,2.39,6.77,2.52,10.62,14.7,10.5,5.33,0.94,0.139813,0.91,0.62,31,3.2308848620749195,5.852811870109212,4.903254480289677
92,6.84,2.39,7.16,2.71,10.65,14.21,9.9,5.22,0.94,0.090842,0.86,0.63,31,3.1976124068384837,5.030769158897976,5.308310979356015
93,6.77,2.52,7.03,2.45,10.55,14.56,10.03,5.23,0.94,0.088924,0.9,0.72,31,5.616113909105848,4.557204796178374,3.6565799449855074
94,6.9,2.39,7.23,2.71,10.63,14.26,9.06,5.2,0.94,0.090716,0.91,0.7,31,3.2369939806412376,4.9990613030224775,5.275018059439156
95,6.91,2.48,7.39,2.85,10.92,14.4,10.43,5.32,0.94,0.075656,0.91,0.81,33,5.845515209746592,4.9012505121005985,3.8931130634971796
96,6.86,2.74,7.54,2.91,11.08,13.99,9.13,5.41,0.94,0.053056,0.78,0.82,35,3.593729108001155,5.284517192866209,5.862636935032804
97,6.77,2.39,6.9,2.45,10.66,14.55,10.36,5.33,0.94,0.145777,0.91,0.58,31,3.2305932802252193,5.861214704939051,4.896486106719875
98,6.88,2.56,7.19,2.75,10.71,14.67,9.97,5.24,0.94,0.051792,0.98,0.85,32,4.147484445814267,4.627252595639202,5.636541197229955
99,6.94,2.44,7.31,2.81,10.68,14.66,9.22,5.26,0.94,0.08869,0.91,0.72,32,3.470648011374807,5.15221637717565,5.41160824718679
100,7.76,3.44,10.59,4.59,11.77,19.05,11.77,6.56,0.79,0.0,1.0,1.0,68,5.882727783172008,5.876436123296358,5.879317443802955
101,7.74,3.58,9.29,4.26,11.77,16.53,11.1,6.41,0.77,0.0,1.0,0.76,62,5.884555889805786,5.873691310207321,5.879325494233152
102,7.43,3.04,9.04,3.65,11.84,16.86,11.08,5.79,0.85,0.006974,0.94,0.91,46,6.074085422670153,5.14202162412743,5.369730348304251
103,7.51,3.18,9.1,3.8,11.85,17.58,10.46,5.9,0.84,0.001926,1.0,0.98,49,6.018557951663763,5.085057541501608,5.488285654140499
104,6.27,2.0,5.27,1.95,10.61,13.59,10.17,4.75,0.95,0.134242,0.85,0.63,22,2.6765476223987843,5.055503677858564,4.5067106545749915
105,5.64,2.18,5.09,1.45,10.64,13.93,10.31,4.97,0.95,0.16261,0.88,0.5,22,5.704766454789408,4.600491244888393,2.518491858127028
106,6.0,2.19,5.14,1.86,10.56,12.98,9.8,4.69,0.95,0.117653,0.98,0.7,21,2.9012313873879805,5.470274748555248,3.9405734750840553
107,6.18,2.09,5.18,1.95,10.39,12.34,9.99,4.77,0.95,0.114296,0.8,0.66,22,2.6859803668252686,5.868095104526127,4.13798174247425
108,6.1,2.0,5.05,1.76,10.64,12.95,10.09,4.73,0.95,0.155302,0.96,0.7,21,2.560172310971019,5.980072415587139,4.084827515671276
109,6.18,2.0,5.18,2.05,10.5,13.07,10.49,4.79,0.95,0.138899,0.84,0.68,22,2.637707126320839,5.59886717983197,4.373542078216809
110,7.51,3.18,8.98,3.8,11.94,18.06,11.17,5.91,0.84,0.004653,0.92,0.83,49,4.996231106625373,5.723056503200798,5.816262893097795
111,6.64,2.43,6.86,2.61,10.62,13.15,10.51,4.98,0.96,0.023487,0.91,0.82,28,5.54563660992149,3.49258151041772,4.506342259973435
