,CN1,CN2,CN3,CN4,diameter_2radius,diameter_pca,diameter_xy,MIAD,surface ratio,Departure from sphere(moment),flattening_moment,flattening_pca,atom_number,ellipsoid_a,ellipsoid_b,ellipsoid_c
28,8.16,3.51,10.68,4.62,13.71,19.87,12.63,6.75,0.76,0.020965,0.95,0.7,74,5.639342791247954,6.565440742373972,6.9984361229752245
29,8.14,3.4,10.51,4.54,13.71,19.55,13.3,6.64,0.76,0.035975,0.86,0.84,70,5.0460620441657245,6.490123248241554,7.0514124872453285
30,8.62,3.63,12.43,5.42,14.13,21.91,13.86,7.43,0.76,0.000439,0.98,1.0,103,6.7578106634516955,7.054786803751536,6.975356325780582
31,8.12,3.35,10.53,4.5,13.72,19.26,12.65,6.56,0.76,0.033976,0.97,0.83,68,5.552629120386336,6.656927180916791,6.35261912277934
32,8.29,3.42,11.16,4.74,13.7,19.72,13.26,6.76,0.76,0.019422,0.98,0.98,76,5.540524492475559,6.503470786896504,6.7856226843261656
33,8.14,3.4,10.51,4.57,13.72,18.57,13.32,6.63,0.76,0.029052,0.91,0.98,70,5.373923686687091,6.885729705074346,6.521099333395426
34,8.16,3.51,10.68,4.65,13.74,19.85,12.85,6.75,0.76,0.023663,0.94,0.76,74,7.038418914551885,5.741074411804142,6.3429661077114545
35,8.38,3.38,11.4,4.85,13.7,20.69,13.45,6.9,0.76,0.036788,0.92,0.83,80,5.366588341026143,6.639225930030841,6.934016173159481
36,8.22,3.38,10.81,4.57,13.75,19.0,13.31,6.82,0.77,0.067012,0.95,0.84,74,5.7212853280055915,6.0802454074671495,7.001385021978808
37,8.11,3.57,10.61,4.56,13.73,17.5,13.08,6.8,0.77,0.019844,0.91,0.81,75,5.478389058652675,6.842198433486887,6.804474179251565
38,8.06,3.44,10.45,4.56,13.71,19.94,13.08,6.71,0.77,0.032243,0.9,0.81,71,5.506278143832747,7.1759264162192835,6.7153035333570745
39,8.06,3.46,10.37,4.54,13.67,19.25,13.34,6.71,0.77,0.033368,0.85,0.84,71,5.369406250891537,6.964655473575554,6.800702464760628
40,8.19,3.44,10.83,4.67,13.71,19.94,13.0,6.8,0.77,0.023586,0.88,0.84,75,5.699263177793263,6.920878697819998,6.616938455618892
41,8.09,3.43,10.49,4.51,13.74,19.36,13.39,6.64,0.77,0.023545,0.9,0.8,70,5.356237840864789,7.148580595341147,6.520761477404175
42,8.27,3.27,11.0,4.7,13.75,19.77,13.4,6.77,0.77,0.053237,0.96,0.75,74,5.219192532599517,7.211136700086213,6.427256590725688
43,8.12,3.39,10.49,4.49,13.75,18.9,12.85,6.61,0.77,0.032164,0.9299999999999999,0.93,69,7.392499519298692,5.2537770316372905,6.041514684710798
44,8.19,3.44,10.83,4.67,13.66,19.82,12.96,6.79,0.77,0.015937,0.95,0.85,75,5.833938679901798,6.709166696303501,6.998289070557572
45,8.49,3.6,12.0,5.15,13.64,21.18,13.41,7.23,0.77,0.002217,0.97,0.91,94,6.3235826672641275,6.831443429625516,6.826426137825278
46,8.22,3.56,11.01,4.77,13.66,20.93,13.54,6.96,0.77,0.002678,1.0,0.99,81,6.06747362373193,6.7801299643403645,6.952508961394493
47,8.03,3.54,10.41,4.57,13.67,19.06,12.96,6.8,0.77,0.017773,0.92,0.82,74,5.9192079484288636,7.039160949069742,6.572364333223653
48,8.0,3.42,10.12,4.43,13.73,19.92,13.3,6.68,0.78,0.031426,0.97,0.8,69,5.621163968355735,6.983537654159293,6.364042060261486
49,8.26,3.51,11.21,4.72,13.71,19.9,13.64,6.82,0.78,0.011114,0.92,0.85,78,7.160133218628741,6.50548739897009,5.688109890302678
50,8.06,3.38,10.41,4.41,13.7,18.08,12.8,6.6,0.78,0.043803,0.86,0.89,68,4.870300833461545,6.70527464336918,6.535527995991045
51,8.03,3.21,10.22,4.32,13.71,18.61,12.09,6.45,0.78,0.062712,0.94,0.77,63,4.877659022129597,6.179648010300553,6.718839906768638
52,8.19,3.28,10.83,4.61,13.73,17.79,13.57,6.73,0.79,0.047748,0.84,0.63,72,5.06937101401703,6.9746840786997195,6.909820037913834
53,8.06,3.46,10.54,4.42,13.75,19.54,13.04,6.7,0.79,0.035788,0.88,0.78,71,5.337874521797539,6.579016828182624,6.939112834402239
54,8.0,3.33,10.27,4.36,13.72,19.82,12.65,6.54,0.79,0.03709,0.9,0.82,66,5.459981912112411,6.67495810261693,6.427503918088394
55,8.03,3.34,10.39,4.39,13.7,19.67,13.19,6.57,0.79,0.031487,0.89,0.96,67,5.596747389873434,6.837231405820159,6.2335434095711815
56,8.14,3.29,10.66,4.54,13.72,18.99,12.33,6.68,0.79,0.053942,0.85,0.65,70,5.101844520489705,6.649658453576343,7.014157565831265
57,8.17,3.36,10.78,4.44,13.74,19.13,13.41,6.76,0.79,0.073968,0.92,0.76,72,4.742020066927303,6.427532240725301,7.286478911832949
58,8.33,3.6,11.53,4.84,13.9,18.41,12.41,7.1,0.79,0.043144,0.78,0.67,86,4.999989396904234,7.0657338589239185,7.055570630708431
59,8.03,3.43,10.4,4.54,13.73,19.93,13.12,6.68,0.79,0.031195,0.94,0.84,70,5.504080991010446,7.1774607294023935,6.71671222053269
60,8.28,3.38,11.28,4.72,13.66,19.81,13.25,6.87,0.79,0.0424,0.92,0.84,78,5.408809585029363,6.747674018845544,6.858826525952611
61,8.0,3.39,10.38,4.41,13.66,19.58,13.39,6.65,0.8,0.042258,0.97,0.8,69,5.276887406205694,6.483208255728086,7.1522751119492165
62,8.06,3.49,10.6,4.46,13.74,19.06,13.07,6.63,0.8,0.02904,0.86,0.84,70,5.017812261854818,7.057366780260234,6.287135132369154
63,8.47,3.61,12.21,5.3,13.86,21.21,12.49,7.3,0.8,0.00214,0.97,0.96,97,6.4853482226016705,6.835525422812784,6.961694544944038
64,8.0,3.42,10.32,4.41,13.78,19.58,13.49,6.67,0.8,0.039244,0.81,0.77,69,5.290762004847355,6.521661924803892,7.005042658962677
65,7.88,3.39,9.91,4.3,13.67,19.71,13.65,6.6,0.8,0.031585,0.84,0.88,66,5.629337288703768,6.466706313928765,6.87072624661948
66,7.97,3.52,10.48,4.51,13.62,19.78,13.09,6.69,0.8,0.022041,0.98,0.84,71,5.689179909485987,6.82391056256424,6.361515350873157
67,8.0,3.02,9.97,4.23,13.82,19.18,12.87,6.46,0.8,0.07169,0.9,0.8,61,4.869901407838453,6.863687554794209,6.262829088887801
68,7.83,3.3,9.8,4.2,13.78,18.48,13.15,6.33,0.8,0.028288,0.99,0.93,60,4.985186672504917,6.449282762512793,6.6479251467867435
69,8.0,3.42,10.35,4.41,13.74,19.88,13.04,6.65,0.8,0.033825,0.9,0.81,69,5.562040318098289,6.144340257565059,6.893737595228444
70,8.16,3.3,10.95,4.62,13.76,20.44,13.56,6.79,0.8,0.049905,0.97,0.79,74,5.426917345101568,6.724754107600008,6.784173322238613
71,7.7,3.15,9.26,3.89,13.83,17.26,12.8,6.2,0.81,0.070054,0.8200000000000001,0.62,54,7.080918249534002,5.785522683395837,4.31827883193697
72,8.26,3.6,11.43,4.81,13.82,18.46,12.63,7.04,0.81,0.03815,0.87,0.71,84,5.190994569112353,6.728400244677945,6.925601652739445
73,7.72,3.26,9.26,3.96,13.67,18.64,13.51,6.36,0.81,0.078739,0.85,0.63,57,4.448369072865012,7.319608761699419,6.231834082920562
74,7.94,3.16,9.97,4.22,13.76,18.28,12.93,6.63,0.81,0.10534,0.83,0.56,64,4.319941159588011,7.4335833834884255,6.633876328597904
75,7.86,3.12,9.83,4.14,13.67,18.69,12.23,6.35,0.81,0.050676,0.84,0.75,59,5.068139354078371,6.941291715070895,6.0001076787995355
76,7.87,3.26,9.81,4.13,13.79,18.7,12.18,6.54,0.81,0.108435,0.98,0.59,62,7.57458497040069,6.123045165764693,4.6658369125902155
77,8.06,3.42,10.56,4.5,13.75,20.47,12.78,6.75,0.81,0.030031,0.87,0.81,72,5.4811854897520185,7.230375879396716,6.505306186097654
78,8.0,3.11,10.29,4.29,13.75,19.21,12.47,6.48,0.81,0.06864,0.87,0.76,63,4.878499481839831,6.729239763399159,6.5422260010548925
79,7.81,3.32,9.61,4.1,13.68,18.83,13.4,6.51,0.81,0.050125,0.83,0.78,62,5.317282916043754,6.5642050444845275,6.756471702599534
80,7.74,3.38,9.54,4.1,13.93,19.12,13.81,6.49,0.82,0.076814,0.78,0.55,61,7.386743261573532,6.460003763964969,4.482116098011147
81,7.88,3.39,10.12,4.24,13.75,18.5,13.23,6.6,0.82,0.054518,0.83,0.75,66,4.9087434406200225,7.127828256663124,6.247362115505919
82,7.87,3.17,9.83,4.13,13.67,19.22,13.63,6.4,0.82,0.060647,0.87,0.8,60,4.77010116384096,6.986814034298231,6.482249626651518
83,7.7,3.33,9.47,4.1,13.71,19.24,13.48,6.48,0.82,0.083654,0.78,0.55,60,7.255760364040705,6.575952775186845,4.39724760310857
84,7.75,3.09,9.51,4.07,13.72,19.06,13.72,6.32,0.82,0.065948,0.85,0.69,57,4.5472454816827,6.140936741996692,7.132553462344977
85,7.64,3.0,9.0,3.76,13.81,18.07,12.67,6.06,0.82,0.086602,0.96,0.69,50,7.335022824518967,5.480634782039246,4.25812652568817
86,8.08,3.45,10.77,4.55,13.69,19.92,12.14,6.74,0.82,0.034489,1.0,0.82,73,6.695099471754434,6.684595632542118,5.186233129685409
87,7.72,3.09,9.33,4.0,13.71,18.56,13.48,6.38,0.82,0.080877,0.96,0.72,57,4.670357473267953,6.970613363415676,6.459157175867561
88,8.11,3.31,10.78,4.56,13.71,19.51,13.14,6.74,0.83,0.044315,0.8,0.8,72,5.076550504602759,6.792962708380659,6.604662445046297
89,7.63,3.32,9.36,4.03,13.79,16.19,12.05,6.45,0.83,0.077205,0.78,0.61,59,4.526483290179535,7.328163637623796,6.60849513344069
90,7.87,3.2,10.03,4.07,13.74,18.22,12.53,6.35,0.83,0.037036,0.92,0.84,60,7.046798790475262,5.974137114812643,5.017759069576196
91,7.7,3.23,9.4,4.0,13.62,19.35,13.31,6.5,0.83,0.062563,0.79,0.73,60,4.7158457392726305,6.705205887594921,7.303502337911788
92,7.84,3.22,10.5,4.28,13.71,18.98,12.26,6.46,0.83,0.01398,0.95,0.92,64,5.514775576841494,6.620262550658334,6.309395643380305
93,8.24,3.44,11.44,4.93,13.63,19.2,13.18,6.96,0.84,0.015204,0.9299999999999999,0.95,82,6.116288461871453,6.444156286719807,6.881179684237798
94,7.94,3.1,10.16,4.16,13.71,18.49,13.3,6.48,0.84,0.083898,0.96,0.73,62,4.623156598409186,6.939211140464121,6.253879183049841
95,7.61,3.26,9.3,3.89,13.7,19.01,13.53,6.37,0.84,0.079689,0.75,0.52,57,7.593999263545396,6.5667592122419824,4.053929329815174
96,7.68,3.07,9.25,3.82,13.96,19.32,12.19,6.41,0.84,0.125763,0.85,0.62,56,4.283891186878353,6.588285670690662,6.945583291874274
97,7.56,3.16,8.84,3.89,13.82,18.69,12.16,6.39,0.84,0.109858,0.91,0.6,55,4.204832624400408,7.050214888287673,6.249650734095782
98,7.76,3.14,9.55,3.93,13.73,18.93,13.68,6.4,0.84,0.07881,0.84,0.75,58,4.7709975768268595,6.993413405241248,6.475915989950855
99,7.82,2.87,9.71,4.07,13.61,18.85,12.47,6.22,0.84,0.06466,0.81,0.74,55,4.441671788619289,6.829541079356425,6.248289139554291
100,7.41,3.06,8.16,3.37,13.66,17.51,13.23,6.44,0.84,0.19096,0.85,0.4,51,6.267688616204305,7.704454501862967,3.387429341096148
101,7.66,3.31,9.38,3.93,13.81,18.98,13.51,6.4,0.84,0.078486,0.79,0.52,58,4.213831403463383,6.585522172810804,7.341169368475521
102,7.88,3.23,10.15,4.18,13.78,19.06,11.76,6.6,0.85,0.068115,0.91,0.77,65,5.237345343207866,6.281952822772741,7.0386814428991356
103,7.55,2.98,9.02,3.7,13.63,18.98,12.75,6.31,0.85,0.123898,0.87,0.62,53,4.271206717514695,6.601973623805204,6.94769583014748
104,7.66,3.09,9.36,3.89,13.71,18.14,10.51,6.14,0.85,0.056972,0.97,0.76,53,4.841931225475827,6.409383559346358,6.626050897508086
105,7.57,2.77,8.77,3.57,13.68,16.96,13.15,6.02,0.85,0.128474,0.84,0.59,47,3.4967619779408343,6.948200311320553,5.683134102805291
106,7.59,3.11,9.15,3.89,13.68,18.7,12.78,6.25,0.85,0.065679,0.99,0.69,54,5.076059163182634,6.708027092886402,6.0907580527121885
107,7.18,3.18,7.76,3.39,13.78,17.04,10.6,6.36,0.86,0.161741,0.72,0.35,49,7.50781261805647,6.884568641407969,3.3946418620838257
108,7.52,2.88,8.8,3.52,13.72,18.11,13.55,6.2,0.86,0.130225,0.75,0.55,50,3.6718940461758516,7.087577043293703,6.049475542544841
109,7.52,2.96,8.8,3.68,13.64,18.95,13.04,6.15,0.86,0.092935,0.88,0.6,50,4.543164289968048,6.980894926477943,6.266939120490899
110,7.52,3.21,9.14,3.76,13.71,18.78,11.48,6.49,0.86,0.075554,0.8,0.69,58,4.812614235122465,6.426449969376299,7.339130660078144
111,7.42,3.32,8.52,3.87,13.81,17.1,13.81,6.97,0.87,0.180901,0.61,0.33,62,3.3948231807174576,7.59370221233905,7.587183494478467
