,CN1,CN2,CN3,CN4,diameter_2radius,diameter_pca,diameter_xy,MIAD,surface ratio,Departure from sphere(moment),flattening_moment,flattening_pca,atom_number,ellipsoid_a,ellipsoid_b,ellipsoid_c
23,8.14,3.51,10.66,4.58,13.67,18.96,12.63,6.71,0.77,0.015733,0.91,0.79,73,5.83094339278618,6.601089057663233,6.578132891756422
24,8.03,3.43,10.26,4.46,13.55,19.1,13.29,6.68,0.77,0.017066,0.9,0.93,70,5.662696623024702,6.746531458060363,6.851419641530495
25,8.08,3.46,10.59,4.54,13.72,18.41,12.63,6.66,0.77,0.018416,0.87,0.93,71,5.814186781225232,6.439576513378557,6.729679704847836
26,8.4,3.41,11.46,4.86,13.7,20.51,13.33,6.93,0.77,0.035559,0.88,0.82,81,5.426578580910538,6.92918749549084,6.77864254377155
27,8.14,3.51,10.66,4.58,13.68,20.02,13.59,6.72,0.77,0.026179,0.92,0.77,73,5.388317013691285,6.869228588504696,6.623685266969341
28,8.08,3.44,10.48,4.51,13.7,20.2,13.32,6.71,0.77,0.033084,0.86,0.78,71,5.6130008197638,6.89197044294147,6.7614399881123095
29,8.12,3.39,10.49,4.49,13.69,19.45,13.28,6.61,0.77,0.03399,0.86,0.88,69,5.167582059430863,6.598357204501492,6.664919651837951
30,8.11,3.57,10.64,4.61,13.67,18.89,13.06,6.8,0.77,0.019516,0.9,0.81,75,7.044847059616592,6.546698484253189,5.882417407974586
31,8.26,3.46,11.15,4.74,13.68,19.89,13.5,6.84,0.77,0.018433,0.95,0.86,78,5.941061346053494,6.8672313033711365,6.706617765053681
32,8.08,3.46,10.48,4.54,13.67,19.86,12.95,6.69,0.77,0.032804,0.87,0.83,71,5.210407746576768,7.201015570106281,6.48730519717995
33,8.08,3.46,10.48,4.54,13.68,20.0,12.96,6.68,0.77,0.026146,0.95,0.81,71,5.553685932422735,6.956298929357284,6.632053287140409
34,8.19,3.44,10.83,4.67,13.66,19.82,13.02,6.79,0.77,0.015937,0.95,0.85,75,5.833938679901802,6.7091666963035035,6.998289070557574
35,8.25,3.56,11.09,4.84,13.93,20.68,13.09,6.94,0.77,0.005345,0.9299999999999999,0.98,81,6.880997228349556,6.662227658996708,6.2505904392335045
36,8.06,3.44,10.45,4.56,13.71,19.94,13.08,6.71,0.77,0.032243,0.9,0.81,71,5.506278143832746,7.175926416219279,6.715303533357077
37,8.03,3.55,10.37,4.64,15.25,22.17,14.13,6.89,0.77,0.050182,0.92,0.73,75,5.2942254158789845,7.646224447776006,7.244886145597416
38,8.0,3.46,10.42,4.51,13.62,20.26,13.18,6.7,0.77,0.027143,0.99,0.88,71,5.709638984549138,6.443623193961772,7.433263869607999
39,7.97,3.26,9.91,4.37,13.65,19.67,13.12,6.57,0.78,0.0324,0.98,0.93,65,5.617568971467838,6.978946594204806,6.371743317798238
40,8.34,3.61,11.54,4.9,13.83,18.76,13.61,7.13,0.78,0.042138,0.81,0.7,87,5.300694595937759,7.224823890134564,6.772454089380041
41,8.08,3.57,10.62,4.57,13.55,19.82,13.15,6.77,0.78,0.020201,0.89,0.8,74,5.641619754998033,6.784016871987733,6.6677287911213465
42,8.06,3.35,10.41,4.44,13.74,19.74,13.09,6.59,0.78,0.027382,0.84,0.89,68,5.414990577735746,6.980892496861274,6.458662520573285
43,8.26,3.51,11.21,4.72,13.71,19.9,13.64,6.82,0.78,0.011114,0.92,0.85,78,7.160133218628741,6.50548739897009,5.688109890302678
44,8.14,3.33,10.69,4.5,13.73,19.39,13.6,6.75,0.78,0.057618,0.99,0.86,72,5.628662455709474,6.1505237534310355,6.972659273700443
45,8.23,3.51,11.15,4.74,13.65,19.7,13.51,6.83,0.78,0.014714,0.91,0.86,78,5.629511905164323,7.263855711425296,6.506045872982727
46,8.13,3.46,11.31,4.79,13.65,18.29,12.54,6.87,0.78,0.025093,0.86,0.77,78,6.794442180989537,6.787558581823682,6.7841692237756845
47,8.0,3.53,10.31,4.5,13.7,19.77,13.35,6.75,0.78,0.023752,0.95,0.82,72,5.9579733483591335,6.513525513613973,7.05621778178407
48,8.22,3.34,10.9,4.6,13.64,19.31,13.29,6.72,0.78,0.020723,0.91,0.87,73,7.027951129963139,6.715037132940204,5.487952248308306
49,8.2,3.58,11.0,4.72,13.67,19.82,13.44,6.92,0.78,0.005605,0.97,0.98,80,6.884499146100588,6.283503691496725,6.5614616777180546
50,7.94,3.32,9.91,4.25,13.69,19.36,13.19,6.59,0.78,0.045717,0.84,0.77,65,5.187577939600276,6.511153403381233,7.070509582366359
51,7.97,3.32,9.97,4.31,13.75,19.56,13.37,6.56,0.78,0.038258,0.91,0.83,65,5.093650847333585,6.382096390202588,7.3012817527289045
52,8.18,3.21,10.74,4.53,13.59,18.77,11.77,6.58,0.78,0.055341,0.96,0.7,68,5.027961910874715,6.979243636162584,6.1527285531405385
53,8.11,3.33,10.61,4.42,13.64,18.56,12.08,6.81,0.79,0.082098,0.91,0.77,72,5.7213156703377255,6.0812058273947285,7.000300501768087
54,8.19,3.28,10.83,4.61,13.73,17.79,13.57,6.73,0.79,0.047748,0.84,0.63,72,5.06937101401703,6.9746840786997195,6.909820037913834
55,8.03,3.34,10.33,4.39,13.69,19.19,13.0,6.58,0.79,0.035528,0.8200000000000001,0.86,67,5.235444030553521,7.115224153848011,6.497260878362809
56,8.03,3.33,10.36,4.36,13.67,19.13,13.11,6.52,0.79,0.036998,0.98,0.85,66,4.987105122965696,6.8728932712902955,6.274487585386107
57,8.19,3.41,10.88,4.64,13.76,20.12,12.97,6.8,0.79,0.020963,0.87,0.83,75,5.792808727679145,6.858382742675221,6.9897907254459195
58,7.81,3.43,9.59,4.19,13.64,19.0,13.54,6.56,0.79,0.077189,0.79,0.57,63,7.386159968241183,6.457815707780818,4.483548998474033
59,8.12,3.19,10.57,4.45,13.68,18.49,13.34,6.58,0.79,0.05698,0.86,0.68,67,4.873328915734036,6.848411914381929,6.391273326188886
60,7.94,3.38,10.12,4.35,13.7,18.25,12.96,6.67,0.79,0.044677,0.87,0.75,68,5.372179168156598,6.797761356871673,6.965636437585599
61,8.03,3.37,10.39,4.36,13.66,19.96,12.72,6.56,0.79,0.034663,0.8200000000000001,0.83,67,5.24207368073362,6.849673721048913,6.1878515455658025
62,8.03,3.33,10.39,4.39,13.72,19.96,11.79,6.51,0.79,0.022164,0.98,0.9,66,5.655855324090558,6.149010037852944,6.936662088707698
63,7.69,3.41,9.31,4.17,13.6,19.48,11.48,6.27,0.79,0.000849,0.97,0.99,58,6.033747877658674,6.614038758370038,6.605531983769892
64,8.11,3.33,10.69,4.53,13.72,18.59,13.26,6.75,0.79,0.049871,0.9299999999999999,0.86,72,5.637448890821338,6.150300276864652,6.964195685894711
65,8.0,3.3,10.27,4.36,13.6,19.36,11.62,6.54,0.79,0.031595,0.98,0.86,66,5.364870946566034,6.295975614599465,6.721968813470641
66,8.26,3.35,11.19,4.65,13.7,19.49,13.22,6.88,0.79,0.058259,0.88,0.71,77,4.802299450437026,7.199371798912381,6.787079509154404
67,7.93,3.18,10.13,4.26,13.69,19.03,12.87,6.39,0.8,0.064168,0.99,0.71,61,4.725979731910679,6.004741812374363,6.889081493635506
68,7.87,3.33,9.9,4.2,13.8,18.38,11.58,6.31,0.8,0.027426,0.99,0.94,60,5.317496368752822,6.194382381248167,6.6827321484525735
69,8.26,3.6,11.39,4.87,13.8,19.48,12.5,7.07,0.8,0.032794,0.89,0.63,85,6.8393276819639475,5.393911213611542,7.477300853287411
70,7.65,3.14,9.06,3.88,13.64,16.63,11.57,6.03,0.8,0.033718,0.88,0.79,51,4.761830250950594,6.715220440751448,5.823534822027245
71,7.91,3.36,10.03,4.3,13.69,19.53,13.67,6.62,0.8,0.053134,0.83,0.82,66,5.231446353119718,7.162001553605558,6.615880366054005
72,8.0,3.45,10.32,4.43,13.73,19.52,13.49,6.65,0.8,0.032849,0.86,0.78,69,5.2905677340881905,6.511673124330178,7.0152976647777
73,8.0,3.42,10.41,4.41,13.78,19.64,12.12,6.65,0.8,0.042553,0.84,0.69,69,6.906806069604602,6.394267268314651,5.379319942178078
74,8.26,3.6,11.43,4.81,13.82,18.46,12.63,7.04,0.81,0.03815,0.87,0.71,84,5.190994569112353,6.728400244677945,6.925601652739445
75,7.72,3.24,9.41,3.97,13.78,18.52,11.96,6.4,0.81,0.088225,0.75,0.64,58,4.519350341199318,6.366428099729298,7.19207065216614
76,7.76,3.29,9.53,4.03,13.68,18.18,13.59,6.41,0.81,0.087745,0.96,0.58,59,7.167904439156647,5.774666375741242,4.712245508768409
77,7.97,3.19,10.1,4.16,13.82,19.46,11.92,6.46,0.81,0.07209,0.78,0.68,62,4.677695520206987,6.469808117731807,6.696861588645386
78,8.06,3.05,10.32,4.38,13.65,18.94,13.49,6.46,0.81,0.057801,0.8200000000000001,0.68,63,4.665930803225713,6.469042466450892,7.158363752067376
79,7.61,3.4,9.19,4.14,13.53,19.0,11.59,6.26,0.81,0.002974,0.94,0.91,57,5.583640861247413,6.792064358999211,6.786367381209174
80,8.03,3.05,10.22,4.38,13.71,19.5,13.67,6.48,0.81,0.060491,0.86,0.69,63,4.667814317695263,7.151076710016555,6.473597160926711
81,7.87,3.27,9.9,4.25,13.69,18.66,13.69,6.53,0.81,0.068894,1.0,0.62,63,5.182542448867757,7.283602641553446,6.138716598799787
82,7.97,3.19,10.16,4.29,13.69,19.55,13.2,6.42,0.81,0.057243,0.91,0.68,62,4.881673508644075,6.409063622413565,6.615992417220307
83,7.94,3.34,10.3,4.36,13.74,19.06,13.38,6.61,0.81,0.040735,0.8200000000000001,0.76,67,5.474276422938202,6.978309215780602,6.550970306964654
84,7.97,3.37,10.39,4.42,13.69,19.5,13.05,6.59,0.81,0.04804,0.84,0.72,67,6.8953075248065225,5.564331729232915,6.143761942445696
85,7.91,3.39,10.23,4.26,13.68,19.06,13.09,6.7,0.81,0.029724,0.86,0.83,69,6.040530762212119,6.848436582371746,6.44960899320475
86,7.6,3.12,9.0,3.8,13.65,17.11,11.28,5.99,0.82,0.031484,0.94,0.76,50,4.832019569224935,6.723702722467289,5.686053604389045
87,8.08,3.45,10.77,4.55,13.69,19.92,12.14,6.74,0.82,0.034489,1.0,0.82,73,6.695099471754434,6.684595632542118,5.186233129685409
88,7.87,3.13,9.83,4.13,13.79,19.18,12.86,6.43,0.82,0.076073,0.85,0.7,60,4.603475431352317,6.985636573609768,6.315092457982237
89,7.97,3.25,10.33,4.24,13.66,18.07,13.21,6.67,0.82,0.081973,1.0,0.83,67,4.999255148997972,6.356920248198158,7.1694586684062624
90,7.94,3.4,10.36,4.33,13.6,19.16,13.24,6.58,0.82,0.038163,0.81,0.78,67,5.258190750770805,6.918178696572859,6.4799552095683195
91,8.11,3.31,10.78,4.56,13.71,19.51,13.14,6.74,0.83,0.044315,0.8,0.8,72,5.076550504602759,6.792962708380659,6.604662445046297
92,7.77,3.2,9.67,4.17,13.7,19.84,13.54,6.42,0.83,0.04403,0.84,0.78,60,5.260849013790878,7.005974543254577,6.48172147633663
93,7.51,3.28,8.91,3.81,13.53,15.57,11.82,6.22,0.83,0.086699,0.99,0.77,53,7.483051432108569,6.184809728335059,4.096167958357611
94,8.13,3.39,10.97,4.63,13.52,19.82,13.03,6.85,0.83,0.034714,0.89,0.75,76,5.185690882615902,6.690718343409562,6.694709364699304
95,7.59,3.28,9.21,3.93,13.72,17.77,13.64,6.42,0.83,0.068762,0.94,0.76,58,7.557475852549296,6.106972643403176,4.961863574845657
96,7.72,3.28,9.48,3.9,13.69,18.58,13.55,6.39,0.83,0.090588,0.8,0.61,58,4.327499948897256,6.832547475532286,6.443480698961988
97,7.44,3.37,8.89,4.04,13.65,18.78,11.82,6.19,0.83,0.01043,0.9299999999999999,0.87,54,5.461743895409304,6.462423777592324,6.998825002319344
98,7.63,3.29,9.15,3.9,13.66,18.92,11.63,6.51,0.83,0.097964,0.77,0.55,59,4.197286068711678,6.470183633305229,7.11165931489848
99,7.83,3.07,9.9,4.0,13.63,17.79,12.2,6.33,0.83,0.071461,0.79,0.7,58,4.676159974702185,6.747943283073035,6.207589433019015
100,7.59,2.9,8.86,3.76,13.65,18.67,12.66,6.04,0.84,0.067492,0.8200000000000001,0.73,49,4.4762084821298975,6.133032796660062,6.830184335685301
101,8.24,3.44,11.44,4.93,13.63,19.2,13.18,6.96,0.84,0.015204,0.9299999999999999,0.95,82,6.116288461871453,6.444156286719807,6.881179684237798
102,7.85,3.28,10.33,4.39,13.65,19.36,12.67,6.62,0.84,0.0277,0.95,0.76,67,7.428248675025462,5.634451783675919,6.393027797460579
103,7.66,3.1,9.41,3.9,13.68,18.43,13.34,6.46,0.84,0.086227,0.78,0.67,58,4.58639397669286,7.173358685552376,6.449828899394702
104,8.22,3.41,11.38,4.89,13.74,20.95,13.25,6.94,0.84,0.012979,0.94,0.84,81,6.117396765531466,6.442314403585844,6.8829848598307235
105,7.37,3.3,8.28,3.65,13.63,15.82,10.79,6.75,0.86,0.192242,0.84,0.4,57,3.394375683364348,8.070534127600204,6.822826528759746
106,7.36,2.73,8.14,3.36,13.55,16.97,13.52,5.99,0.86,0.133438,0.84,0.58,44,3.5872047741010884,7.079064101857025,5.813575738538303
107,7.64,3.0,9.29,3.86,13.68,18.48,13.29,6.39,0.86,0.098498,0.79,0.65,56,4.142123394558978,7.126298536952624,6.5684161527050415
108,7.61,2.94,9.18,3.73,13.73,17.57,11.56,6.12,0.86,0.078709,0.98,0.82,51,4.769478378187009,5.51211809463022,6.613077402696489
109,7.42,3.32,8.52,3.87,13.81,17.1,13.01,6.97,0.87,0.180901,0.61,0.33,62,3.3948231807174585,7.593702212339046,7.5871834944784675
110,7.38,3.12,8.58,3.58,13.6,18.69,13.3,6.31,0.87,0.107607,0.74,0.57,52,4.0500647172504785,6.557212515982326,7.08553862070568
111,7.46,3.11,9.11,3.86,13.67,18.26,12.24,6.35,0.88,0.030277,0.91,0.83,56,5.111340817156807,7.332072453657963,6.258498890811753
