,CN1,CN2,CN3,CN4,diameter_2radius,diameter_pca,diameter_xy,MIAD,surface ratio,Departure from sphere(moment),flattening_moment,flattening_pca,atom_number,ellipsoid_a,ellipsoid_b,ellipsoid_c
24,6.8,2.57,6.97,2.8,12.43,16.58,10.07,5.62,0.91,0.143212,0.74,0.43,35,3.438865989283708,5.802354863224374,5.972629634787067
25,7.09,2.86,8.27,3.27,12.4,17.56,12.2,5.93,0.91,0.083092,0.87,0.63,44,4.132323446370712,6.269117202773903,6.010328872345023
26,7.16,2.74,8.7,3.3,12.47,18.1,11.67,5.79,0.91,0.033813,0.95,0.78,43,4.714659402470618,6.250579191105185,6.514680704993579
27,6.94,2.53,7.18,2.82,12.43,15.7,10.87,5.46,0.91,0.111939,0.87,0.6,34,3.420506155123456,5.797961527489073,6.90427519935488
28,6.86,2.69,6.91,2.63,12.44,14.45,11.03,5.61,0.91,0.168063,0.9299999999999999,0.55,35,3.1221726494650515,5.168827197614811,6.637300991244031
29,6.86,2.46,7.09,2.69,12.39,15.44,11.64,5.65,0.91,0.163005,0.88,0.5,35,3.3180650181204214,6.758828307781408,5.285653974779031
30,6.69,2.5,7.0,2.81,12.42,15.54,8.68,5.37,0.91,0.106712,1.0,0.79,32,4.113872939542618,5.1301538138007405,6.253497567287434
31,7.24,2.84,8.49,3.47,12.4,17.36,11.32,5.94,0.91,0.095117,0.74,0.64,45,3.8038153549085654,5.994943342260534,6.422891843356959
32,7.05,3.0,7.86,3.41,12.5,16.83,12.44,5.97,0.91,0.09653,0.97,0.73,44,4.187810094743413,5.706685907963762,7.033348917542183
33,6.61,2.79,6.61,2.79,12.41,14.53,12.18,5.48,0.91,0.131472,0.95,0.54,33,3.2632431456899735,5.656762416494238,6.644182450166848
34,6.72,2.67,7.11,2.78,12.61,15.82,11.01,5.67,0.94,0.140773,0.98,0.65,36,3.6611369615002665,5.413403306107154,6.67617988119474
35,6.71,2.65,6.82,2.47,12.55,15.43,8.93,5.61,0.94,0.193791,0.96,0.56,34,2.9281771750453336,5.149758530022895,6.921486220044689
36,6.65,2.59,6.47,2.47,12.39,15.21,9.35,5.66,0.94,0.185354,0.88,0.57,34,3.0851545483123197,6.779816257956948,5.313599339640085
37,6.67,2.55,6.61,2.42,12.45,15.0,9.52,5.58,0.94,0.175538,0.9299999999999999,0.47,33,3.1295588195542905,6.019105549009353,6.391529494537007
38,6.91,2.69,7.54,2.69,12.41,15.85,10.34,5.45,0.94,0.091976,0.96,0.67,35,3.36386299288867,5.428341619253611,6.1627500111566755
39,6.61,2.61,6.42,2.55,12.41,15.33,12.41,5.61,0.94,0.188249,0.98,0.55,33,3.2589786463037855,5.12989951203626,6.552498204315136
40,6.67,2.61,6.55,2.55,12.3,15.74,12.28,5.55,0.94,0.163177,0.88,0.5,33,2.8869872214158745,5.394414327089359,6.610654177806017
41,6.71,2.47,6.76,2.82,12.43,16.52,10.67,5.62,0.94,0.17518,0.87,0.57,34,3.1504304939165433,5.504034844908992,6.574669951484409
42,6.61,2.67,6.83,2.56,12.51,16.64,12.04,5.78,0.94,0.159761,0.84,0.48,36,7.080510428423856,5.797448945986232,3.3888614846859353
43,6.65,2.65,6.65,2.59,12.38,14.88,10.4,5.61,0.94,0.158694,0.87,0.51,34,2.877623589173276,5.830967368544307,6.82331309991291
44,7.0,2.56,7.5,2.83,12.44,15.46,12.44,5.6,0.94,0.159576,0.98,0.61,36,3.098116602360875,5.2659161031318,6.262501697302616
45,6.74,2.69,7.26,2.57,12.44,15.32,11.37,5.56,0.94,0.112211,0.73,0.59,35,3.3388640749564233,6.209164229075932,5.48691324434437
46,6.91,2.63,7.43,2.63,12.45,15.07,12.34,5.51,0.94,0.119457,0.95,0.71,35,3.5021065926117005,6.685933547098876,5.010764634987434
47,7.28,2.56,8.0,3.23,12.44,15.4,12.12,5.65,0.9,0.089399,0.89,0.51,39,3.717017489019519,6.915906421262127,5.872654799453651
48,7.05,2.75,7.4,3.2,12.2,15.26,10.84,5.8,0.9,0.086656,0.97,0.88,40,4.932768760680777,4.026653640682623,6.971971627635961
49,7.08,2.92,8.0,3.18,12.41,15.24,9.77,5.6,0.9,0.06535,0.84,0.81,39,3.672697467466481,6.414084495872394,5.657592520397193
50,6.97,2.92,7.64,3.18,12.39,16.36,9.96,5.67,0.9,0.091478,0.96,0.64,39,3.5691077238535995,7.1880589105559425,5.166957637294144
51,7.24,3.12,8.36,3.68,12.43,18.08,12.04,6.18,0.9,0.057637,0.81,0.71,50,5.484675720995929,5.895257737391082,6.223696194573602
52,6.97,2.82,7.49,2.97,12.44,16.04,10.46,5.8,0.9,0.162336,0.91,0.39,39,5.63288957861433,7.086456553927005,3.394546925885458
53,7.05,2.85,7.7,3.25,12.39,17.08,10.66,5.72,0.9,0.063713,0.9299999999999999,0.76,40,4.215869058896376,5.165424026371149,6.445655163393463
54,7.13,2.67,7.85,3.13,12.41,16.86,11.49,5.7,0.9,0.112817,0.75,0.53,39,3.3702399341352076,5.899910327831849,6.618482046361118
55,7.1,2.9,7.71,3.29,12.4,17.63,11.64,5.85,0.9,0.072699,0.9,0.69,42,4.308886681875759,5.6475557128844756,6.373210102800448
56,7.17,2.88,8.34,3.22,12.4,15.79,11.08,5.67,0.9,0.054396,0.92,0.78,41,3.8619884374730793,5.692819948331161,6.095385466686815
57,7.02,2.73,7.95,2.98,12.52,17.18,12.29,5.85,0.95,0.12046,0.8,0.57,41,3.4373353807323763,6.661653945438835,5.520853493826898
58,7.16,2.74,8.42,3.3,12.79,17.14,12.7,5.83,0.93,0.044334,0.79,0.81,43,4.570552193162664,6.059725753045216,6.462673258211754
59,7.33,2.89,8.71,3.38,12.52,16.3,12.37,5.89,0.89,0.090055,0.81,0.64,45,3.8649740696743278,6.050717290995987,6.30970078650172
60,7.35,3.04,8.78,3.57,12.42,17.56,11.19,5.87,0.89,0.058295,0.92,0.73,46,4.092036719436486,6.443532587505705,6.039713439817337
61,7.0,2.56,7.11,2.78,12.43,15.12,12.1,5.66,0.89,0.165088,0.86,0.51,36,2.722024631893431,7.135193908280795,5.711033577036925
62,7.06,2.56,7.17,2.78,12.47,15.46,11.37,5.63,0.89,0.161674,0.85,0.49,36,2.9610051603905037,6.876973965719307,5.3434303312787375
63,7.11,2.63,7.68,3.05,12.4,15.65,11.36,5.68,0.89,0.135093,0.96,0.58,38,3.4992651679172186,7.225129798187599,5.636672523408781
64,7.23,2.98,8.13,3.57,12.42,17.18,11.44,6.08,0.89,0.076916,0.77,0.66,47,5.076717493415634,6.141349138926634,6.235187198413369
65,7.23,2.86,8.55,3.32,12.51,17.76,11.74,5.82,0.89,0.017348,0.98,0.92,44,5.224076798255063,5.877313154897718,6.388081473718172
66,7.03,2.57,7.09,2.69,12.44,16.05,12.33,5.57,0.89,0.161115,0.88,0.46,35,2.87528268196686,5.4162847182554525,6.8688794847321315
67,7.16,2.84,8.05,3.16,12.42,16.45,11.1,5.5,0.89,0.05824,0.89,0.75,38,3.735692655275114,5.189642142838398,6.082435377200588
68,7.08,2.54,7.19,2.81,12.43,13.69,12.41,5.72,0.89,0.166581,0.81,0.55,37,2.719757926880465,7.136836020406538,5.714499441822146
69,6.86,2.8,6.8,2.74,12.43,15.87,12.43,5.59,0.89,0.149791,0.92,0.47,35,2.9835220741752133,6.168143500693296,5.692807800104401
70,6.07,2.21,5.43,2.0,12.42,15.62,9.79,5.49,0.96,0.195136,0.98,0.64,28,3.713049504003337,5.350785189345759,6.073045678039381
71,7.1,3.1,7.95,3.33,12.42,16.77,9.97,5.76,0.88,0.062645,0.94,0.7,42,3.890498502647618,6.474743076405699,5.5232745075799246
72,7.46,3.12,9.23,3.73,12.47,17.61,12.2,6.13,0.88,0.046681,0.85,0.78,52,4.600033966302158,6.2768620136844895,6.411924627204657
73,7.21,2.88,8.09,3.44,12.43,16.66,11.39,5.82,0.88,0.062979,0.94,0.79,43,4.095533711972276,5.511954693960505,6.568443683982266
74,7.12,3.12,8.05,3.44,12.43,17.67,11.31,5.8,0.88,0.058063,0.88,0.66,43,4.197614585135795,6.212799206383361,5.779683391964898
75,7.21,2.98,8.23,3.21,12.44,14.62,11.57,5.81,0.88,0.077467,0.96,0.82,43,3.8896381762452923,6.503103568080648,5.640891142274913
76,7.42,3.12,8.96,3.58,12.94,17.61,11.97,5.91,0.88,0.023374,0.9,0.77,48,6.593744550650889,5.715375426791717,4.569823716733264
77,7.19,2.86,8.24,3.33,12.41,15.88,11.97,5.79,0.88,0.095672,0.96,0.8,42,3.877044477025721,5.540957483931387,6.5997978204263195
78,6.87,2.51,7.59,2.82,12.49,16.82,11.44,5.9,0.97,0.183129,0.92,0.54,39,3.309226024549844,6.076686709865907,6.518758257234817
79,6.45,2.32,6.26,2.39,12.54,15.38,11.26,5.54,0.97,0.19994,1.0,0.6,31,3.2912208978563173,6.905637803437358,5.222934593427943
80,6.5,2.56,6.19,2.38,12.43,15.62,12.4,5.57,0.97,0.179528,0.87,0.49,32,2.884767313299865,5.392343058182334,6.61292722069987
81,6.41,2.28,5.93,2.55,12.37,15.84,11.43,5.37,0.97,0.168028,0.75,0.47,29,2.7586299803151237,5.406587685479325,6.278592167835263
82,6.67,2.42,7.33,2.61,12.22,14.63,9.92,5.42,0.97,0.066217,0.99,0.8,33,4.657982555726923,5.310167669760073,6.104603466538254
83,7.3,2.87,8.09,3.52,12.14,16.42,11.16,6.07,0.87,0.115672,0.6699999999999999,0.41,46,3.861020407487513,6.59309525453311,6.603359771608839
84,7.29,3.11,8.4,3.42,12.47,16.82,12.32,5.86,0.87,0.065709,0.98,0.81,45,5.4631277513752154,6.833843179572674,4.456385023186948
85,7.35,3.09,8.65,3.61,12.41,16.78,11.5,5.84,0.87,0.012746,0.95,0.96,46,4.920131614414007,6.319178658621314,5.757709080208982
86,7.23,2.87,8.1,3.18,12.46,15.74,11.11,5.55,0.87,0.061192,0.81,0.79,39,3.6802925885271582,5.554617536604011,6.064632343888043
87,7.33,2.98,8.4,3.47,12.41,16.28,11.57,5.89,0.87,0.078688,0.94,0.77,45,4.0976208424585705,5.426103894745519,6.663966363697819
88,7.23,2.82,8.15,3.23,12.41,16.97,10.37,5.54,0.87,0.04638,0.9,0.75,39,4.192428442448512,5.146832743707459,6.185950477870129
89,7.82,3.14,10.04,4.07,12.35,17.2,12.35,6.13,0.86,0.012755,0.9299999999999999,0.8,56,6.3784040191478715,5.570577666784399,5.011602013881129
90,7.41,3.25,9.14,3.88,12.49,18.64,11.7,6.03,0.86,0.008684,0.9299999999999999,0.79,51,6.250744745004161,5.578622656315021,5.780438872167371
91,7.27,3.18,8.27,3.45,12.39,16.95,9.95,5.77,0.86,0.04394,0.96,0.75,44,4.3108029459261195,6.226243748821629,5.452538783560218
92,7.53,3.32,9.22,4.1,13.0,17.18,11.54,6.44,0.86,0.058261,0.98,0.62,59,5.091743317459507,7.0000347873763795,6.995003090683782
93,7.45,3.11,8.94,3.62,12.37,17.2,11.09,5.85,0.85,0.015777,0.95,0.93,47,6.350623561287007,5.235548400210329,5.140801502383049
94,7.63,3.19,9.48,3.89,12.84,17.36,11.72,6.14,0.85,0.03851,0.99,0.85,54,6.5132621946891165,5.765399186319617,4.68718128444304
95,8.35,3.59,12.0,5.22,13.01,21.13,12.41,7.18,0.85,0.0,1.0,0.95,92,6.505212633361609,6.498425094491788,6.495593861193972
96,7.48,3.37,9.19,4.0,12.36,18.36,11.51,6.15,0.85,0.011557,0.98,0.9,54,6.257545092195493,5.581429936832421,5.771396052752969
97,7.77,3.02,9.66,3.92,12.32,17.92,10.95,6.07,0.85,0.026654,0.91,0.91,53,5.068716728384794,5.839545192901149,6.346679687757201
98,7.54,3.12,9.35,3.88,12.78,18.68,12.0,6.09,0.85,0.023285,0.89,0.91,52,5.469094902973133,6.068993001904382,6.538308876919382
99,6.5,2.07,6.14,2.46,12.44,14.1,11.49,5.26,1.0,0.176634,0.96,0.69,28,3.17122711928299,5.971794287817804,4.574340713074072
100,5.05,2.0,3.33,1.24,12.42,14.33,11.37,5.44,1.0,0.307123,0.92,0.35,21,1.5693609257329348,6.937001224700427,5.422490020282138
101,5.26,1.58,3.68,2.32,12.4,13.44,11.36,5.09,1.0,0.258527,0.91,0.33,19,1.7682801467711065,5.127659591870124,7.034335584839313
102,5.68,2.24,3.92,1.52,12.41,14.88,12.36,5.55,1.0,0.320907,1.0,0.33,25,1.627030193649229,6.98522475895784,5.134859866499514
103,6.0,1.93,5.5,1.93,12.41,13.84,11.98,5.62,1.0,0.238291,0.8,0.52,28,2.451852376126742,7.249545293228302,5.5590170181332335
104,5.3,1.8,4.4,1.45,12.37,12.67,9.15,5.02,1.0,0.201199,0.7,0.53,20,2.2945832074215757,5.5837423162201585,5.0949588377683135
105,4.53,2.21,2.84,1.53,12.34,15.73,12.28,5.3,1.0,0.255577,0.61,0.24,19,1.5167705825804136,6.319707053741478,5.999109696373199
106,6.07,2.22,5.56,2.15,12.35,15.84,11.61,5.35,1.0,0.175358,0.6699999999999999,0.49,27,2.7362558451960206,6.208171640165186,5.243094233357008
107,6.4,2.07,5.73,2.4,12.42,14.46,11.14,5.66,1.0,0.255429,0.9,0.28,30,1.9537550273702182,7.29590817913173,5.967467049774891
108,5.13,2.17,3.65,1.39,12.43,14.42,12.29,5.53,1.0,0.262682,0.71,0.29,23,1.6544567986898522,6.762791983140937,6.0034335959899705
109,4.67,1.9,3.05,1.33,12.37,14.73,12.13,5.61,1.0,0.297678,0.75,0.27,21,1.4338649277106055,5.37360913373895,6.579838783190093
110,4.9,2.1,3.2,1.3,12.48,14.25,12.35,5.28,1.0,0.268676,0.72,0.3,20,1.402173817124708,6.22729293846695,5.969136447809218
111,5.04,2.26,3.39,1.78,12.32,14.89,12.26,5.58,1.0,0.292427,0.86,0.26,23,1.6214987744321208,6.5999427625573235,5.301216222344774
